RecordID,Date,Region,Platform,AudienceCount,EngagementRate,ConversionRate,AnomalyDetected,ModelUsed,ForecastError,RetrainingRequired,APIIntegration,FeatureEngineeringScore
982,2021-01-08,South America,Mobile App,80905,7.37,4.72,False,ARIMA,9.55,False,Successful,98.3
983,2022-12-20,Europe,Email,13910,2.17,3.61,False,SARIMA,10.34,False,Successful,80.0
984,2021-10-27,Australia,Social Media,74479,0.68,0.45,False,ARIMA,10.02,True,Failed,81.8
985,2023-04-29,Africa,Mobile App,78735,5.57,4.23,False,LSTM,6.75,False,Successful,85.7
986,2022-02-09,Australia,Mobile App,82264,5.99,3.66,False,SARIMA,10.34,False,Successful,88.5
987,2022-07-07,Australia,Website,24275,8.73,3.06,False,LSTM,1.05,False,Failed,81.8
988,2022-01-21,Africa,Website,73274,5.81,4.1,False,SARIMA,12.9,True,Successful,61.9
989,2021-06-04,Europe,Email,82449,3.52,2.03,False,LSTM,11.67,False,Successful,93.7
990,2022-06-06,Asia,Website,61004,8.05,1.12,False,LSTM,3.69,False,Successful,86.6
991,2021-04-04,Africa,Website,63981,5.45,2.56,False,SARIMA,11.52,False,Successful,87.1
992,2021-02-12,Australia,Mobile App,85659,0.88,2.75,False,Prophet,0.2,False,Successful,99.8
993,2021-03-31,North America,Social Media,55553,5.7,2.7,True,LSTM,3.27,False,Successful,90.1
994,2020-03-27,South America,Social Media,49447,9.09,2.83,False,ARIMA,0.99,False,Successful,91.5
995,2020-05-04,South America,Email,35529,4.02,4.74,False,Prophet,11.71,False,Failed,97.6
996,2021-02-22,Australia,Website,76703,3.03,4.51,False,Prophet,11.34,False,Successful,57.6
997,2023-07-17,Africa,Mobile App,77090,1.52,4.38,False,ARIMA,12.21,False,Successful,74.9
998,2021-05-18,North America,Mobile App,18260,1.6,4.01,False,Prophet,0.08,True,Successful,79.0
999,2023-11-21,Australia,Social Media,4812,4.38,4.72,False,Prophet,7.52,False,Successful,66.5
1000,2021-06-11,Africa,Mobile App,29024,6.0,0.5,False,Prophet,10.58,False,Successful,92.0
1001,2023-07-10,South America,Email,59656,0.9,1.33,False,Prophet,2.34,True,Successful,88.1
1002,2023-07-24,Africa,Mobile App,28285,9.4,2.48,False,ARIMA,9.75,False,Successful,86.0
1003,2021-07-17,North America,Email,93436,7.58,4.23,False,ARIMA,1.27,False,Successful,99.9
1004,2023-06-01,Australia,Mobile App,2605,5.91,2.53,False,Prophet,2.73,False,Successful,63.0
1005,2023-05-24,Europe,Website,72158,8.3,3.74,False,LSTM,7.14,False,Successful,86.8
1006,2021-05-16,South America,Email,73303,0.89,0.7,False,LSTM,9.81,True,Successful,77.6
1007,2021-04-15,South America,Mobile App,28139,4.82,1.27,False,Prophet,2.2,False,Successful,65.6
1008,2021-04-04,Europe,Mobile App,78149,6.34,3.66,False,ARIMA,2.79,False,Successful,58.0
1009,2021-07-05,South America,Email,57138,8.3,0.83,False,SARIMA,3.07,False,Successful,94.8
1010,2020-05-18,South America,Mobile App,77125,7.86,1.76,False,ARIMA,3.59,False,Successful,79.8
1011,2023-03-24,Asia,Website,14918,2.84,1.33,False,SARIMA,3.41,False,Successful,91.2
1012,2023-03-16,Asia,Social Media,86655,9.41,1.76,False,SARIMA,5.93,False,Successful,77.3
1013,2021-03-21,Europe,Email,28446,1.33,3.54,False,ARIMA,9.81,False,Successful,61.0
1014,2020-03-28,South America,Email,14046,8.76,1.85,False,ARIMA,6.58,False,Successful,66.9
1015,2023-05-27,Australia,Email,25818,9.71,2.78,False,SARIMA,11.64,False,Successful,69.1
1016,2022-12-09,Africa,Website,5324,1.85,0.51,False,Prophet,10.79,False,Successful,98.6
1017,2023-04-06,Africa,Website,77323,7.25,4.03,True,Prophet,1.91,False,Successful,50.3
1018,2020-05-25,Africa,Website,10111,0.5,1.86,False,SARIMA,0.74,False,Successful,99.3
1019,2023-08-19,Asia,Email,39110,4.11,3.25,False,Prophet,13.17,False,Successful,99.0
1020,2021-07-27,Africa,Website,17389,5.21,3.63,False,SARIMA,1.21,True,Successful,99.8
1021,2020-07-09,Africa,Email,42427,5.85,1.06,False,ARIMA,2.23,True,Successful,73.8
1022,2021-03-20,North America,Mobile App,80579,9.37,4.42,False,LSTM,0.34,False,Successful,98.2
1023,2022-07-31,Asia,Website,29746,6.76,3.08,False,ARIMA,9.43,False,Successful,69.8
1024,2021-08-08,South America,Email,88886,4.86,2.15,False,ARIMA,8.74,False,Successful,51.3
1025,2022-09-11,North America,Social Media,1117,8.12,0.92,False,LSTM,14.8,False,Successful,61.2
1026,2021-09-20,Australia,Mobile App,85471,9.51,4.71,False,Prophet,13.31,False,Successful,97.3
1027,2023-05-03,Africa,Email,14234,0.32,3.78,False,Prophet,6.17,False,Successful,50.7
1028,2021-09-22,Europe,Website,54441,9.83,1.05,False,SARIMA,5.58,False,Successful,77.3
1029,2023-03-25,Asia,Website,1846,0.95,1.7,False,ARIMA,4.46,False,Successful,53.8
1030,2022-10-26,Africa,Social Media,11954,8.16,4.05,False,SARIMA,2.29,False,Successful,64.3
1031,2020-12-31,North America,Website,80239,2.88,3.48,False,ARIMA,2.08,False,Successful,54.4
1032,2022-08-17,Australia,Email,47514,1.41,3.83,False,ARIMA,1.99,True,Failed,93.0
1033,2022-12-30,Europe,Mobile App,89236,4.45,2.21,False,ARIMA,1.72,False,Successful,79.6
1034,2023-03-12,Europe,Website,98579,6.48,3.59,False,Prophet,3.62,False,Successful,95.1
1035,2021-01-22,South America,Mobile App,7469,3.87,1.94,False,SARIMA,4.61,True,Successful,84.4
1036,2020-06-18,South America,Mobile App,31105,0.64,1.06,False,SARIMA,14.42,False,Successful,98.6
1037,2021-12-21,Australia,Social Media,43101,6.03,3.17,False,SARIMA,8.68,False,Successful,75.5
1038,2022-09-22,Africa,Email,65323,9.03,4.88,False,SARIMA,14.81,False,Successful,81.9
1039,2020-10-30,South America,Social Media,92922,3.89,1.56,False,ARIMA,5.59,False,Successful,78.8
1040,2023-12-24,Europe,Mobile App,59067,2.24,2.31,False,SARIMA,6.87,False,Successful,74.2
1041,2021-09-03,North America,Mobile App,50376,4.48,3.37,False,Prophet,4.88,False,Successful,92.3
1042,2022-09-08,Europe,Social Media,46587,0.58,2.71,False,ARIMA,2.75,False,Successful,82.2
1043,2022-06-24,North America,Mobile App,37976,8.22,4.22,False,LSTM,2.16,True,Successful,90.1
1044,2022-06-30,Asia,Social Media,68584,8.28,3.81,False,Prophet,14.18,False,Successful,89.3
1045,2022-10-01,South America,Social Media,79477,5.92,0.3,False,LSTM,14.8,False,Successful,59.6
1046,2023-03-22,Africa,Mobile App,43533,3.6,4.99,False,ARIMA,0.68,False,Successful,82.5
1047,2023-02-13,North America,Website,2828,8.02,3.76,True,SARIMA,2.26,False,Failed,60.0
1048,2022-03-13,North America,Website,2917,5.59,4.32,False,SARIMA,6.36,True,Successful,79.2
1049,2023-06-18,Africa,Email,21618,8.28,3.26,False,ARIMA,2.8,False,Successful,83.9
1050,2022-03-15,Australia,Email,33254,6.35,4.28,False,LSTM,5.46,False,Successful,99.9
1051,2021-11-25,South America,Social Media,48362,7.87,0.57,False,ARIMA,1.95,False,Successful,51.5
1052,2023-03-17,Africa,Email,21128,6.03,1.75,False,SARIMA,6.85,False,Failed,54.6
1053,2023-08-25,Asia,Mobile App,60383,4.2,4.38,False,Prophet,4.08,False,Successful,53.9
1054,2020-12-15,Europe,Website,66545,9.58,1.02,True,SARIMA,5.29,False,Successful,69.9
1055,2023-07-27,Africa,Email,83180,5.46,0.4,False,ARIMA,1.42,False,Successful,91.1
1056,2023-02-01,Africa,Social Media,88958,6.09,3.94,False,ARIMA,6.43,False,Successful,92.2
1057,2021-01-15,South America,Website,10865,2.28,4.18,False,LSTM,14.75,True,Failed,86.8
1058,2020-07-08,Europe,Email,3219,6.29,0.82,False,Prophet,4.94,False,Successful,94.8
1059,2021-05-01,Australia,Mobile App,40809,5.76,4.27,False,LSTM,13.15,False,Successful,66.1
1060,2021-06-26,Asia,Website,6287,1.93,3.44,True,Prophet,12.65,True,Successful,54.4
1061,2022-06-25,North America,Mobile App,35387,0.69,2.61,False,ARIMA,14.28,False,Successful,52.9
1062,2023-05-01,Europe,Social Media,9512,6.08,4.15,False,ARIMA,11.85,False,Successful,92.6
1063,2020-01-14,Australia,Social Media,2342,7.66,2.1,False,LSTM,9.9,False,Successful,86.5
1064,2022-05-03,Australia,Social Media,64076,5.28,0.98,False,LSTM,12.85,False,Successful,84.9
1065,2023-10-21,South America,Website,20216,2.35,1.43,True,LSTM,1.14,False,Successful,67.0
1066,2022-03-03,Australia,Website,94070,6.7,2.53,False,Prophet,6.95,False,Successful,69.0
1067,2023-06-25,Australia,Email,80767,0.89,2.66,False,Prophet,14.84,False,Successful,97.9
1068,2022-11-22,South America,Mobile App,98829,4.47,4.03,False,Prophet,11.55,False,Successful,53.2
1069,2022-11-15,North America,Email,27614,1.72,3.96,False,ARIMA,14.43,True,Successful,88.7
1070,2020-01-29,Asia,Email,37258,1.93,2.91,False,ARIMA,11.7,False,Successful,65.5
1071,2023-12-22,Europe,Social Media,94789,2.1,3.91,False,LSTM,13.12,False,Successful,52.0
1072,2022-01-25,Africa,Social Media,43078,3.93,0.97,False,Prophet,10.6,False,Successful,87.1
1073,2021-08-01,Asia,Social Media,84524,0.61,0.26,False,LSTM,11.41,True,Successful,66.5
1074,2020-06-07,Australia,Email,97573,4.04,4.37,False,SARIMA,7.85,False,Successful,86.1
1075,2023-01-25,North America,Website,13219,5.17,0.39,False,SARIMA,13.86,True,Successful,85.4
1076,2020-11-18,Africa,Email,1235,4.88,1.24,False,ARIMA,12.38,False,Successful,76.7
1077,2023-07-16,Australia,Website,43929,3.89,3.48,False,ARIMA,12.66,False,Successful,88.9
1078,2023-02-11,Australia,Email,68444,8.41,2.05,False,Prophet,10.1,False,Successful,79.1
1079,2020-07-16,Asia,Email,9567,1.54,4.38,False,LSTM,4.58,False,Successful,64.3
1080,2023-11-05,Asia,Social Media,71792,5.11,1.5,False,Prophet,0.54,False,Successful,86.7
1081,2020-12-23,Australia,Email,66441,0.71,0.07,False,LSTM,14.04,False,Successful,79.5
1082,2022-06-08,Australia,Email,85555,0.8,1.51,False,SARIMA,8.8,True,Successful,50.6
1083,2020-04-25,North America,Website,74698,5.78,2.89,False,Prophet,4.48,False,Successful,95.1
1084,2021-05-06,Africa,Email,6415,5.7,1.89,False,LSTM,2.25,False,Successful,77.3
1085,2020-02-20,Asia,Website,37159,8.79,2.68,False,LSTM,12.44,False,Successful,93.4
1086,2023-06-09,Europe,Social Media,44925,5.62,4.38,False,ARIMA,12.55,False,Successful,94.1
1087,2020-05-29,South America,Social Media,6951,9.6,4.56,False,SARIMA,12.22,False,Successful,72.2
1088,2020-02-27,Asia,Website,88388,0.58,1.34,False,LSTM,9.68,False,Successful,75.4
1089,2023-03-01,North America,Website,9007,1.07,2.32,False,ARIMA,5.5,False,Successful,70.8
1090,2020-01-13,South America,Social Media,42832,0.54,2.75,False,SARIMA,4.57,False,Successful,72.5
1091,2020-12-05,South America,Email,59596,1.93,4.75,False,ARIMA,0.14,True,Successful,94.8
1092,2023-06-25,North America,Email,31523,5.46,4.99,False,Prophet,12.51,False,Failed,89.4
1093,2023-07-30,Australia,Social Media,89861,6.49,1.18,True,ARIMA,1.32,False,Successful,56.3
1094,2021-12-29,Europe,Website,87740,0.55,3.64,False,Prophet,9.47,False,Successful,80.5
1095,2021-06-25,Australia,Mobile App,16524,9.47,1.9,False,ARIMA,7.57,False,Successful,99.8
1096,2021-12-04,Africa,Email,20282,8.44,0.05,False,LSTM,7.91,False,Successful,79.8
1097,2020-02-15,Europe,Social Media,24930,3.04,0.06,False,LSTM,13.9,True,Successful,89.3
1098,2022-05-11,North America,Social Media,1077,0.86,2.31,False,LSTM,0.48,False,Successful,88.5
1099,2021-07-09,Asia,Social Media,21611,1.78,2.45,True,Prophet,11.6,False,Successful,67.5
1100,2020-12-04,North America,Email,17984,1.36,0.12,False,ARIMA,0.79,False,Failed,68.6
1101,2023-08-02,Africa,Mobile App,15060,1.32,3.44,False,Prophet,0.58,False,Successful,86.2
1102,2021-06-22,Australia,Website,83985,5.23,1.48,False,Prophet,6.45,False,Successful,75.0
1103,2021-08-27,Africa,Website,85056,2.53,2.8,False,SARIMA,0.96,False,Successful,78.5
1104,2021-09-21,Africa,Social Media,44303,3.65,1.51,False,ARIMA,11.84,True,Failed,85.6
1105,2021-07-10,Australia,Email,60207,9.9,0.84,False,SARIMA,7.95,False,Successful,88.9
1106,2021-02-25,South America,Social Media,76046,6.87,2.04,False,ARIMA,0.45,False,Successful,63.6
1107,2020-02-14,Australia,Email,30287,9.49,1.17,False,SARIMA,0.62,False,Failed,57.3
1108,2022-07-14,Africa,Social Media,94709,1.51,2.68,False,Prophet,9.19,False,Successful,64.6
1109,2020-06-15,Europe,Social Media,40711,3.88,1.0,False,Prophet,12.09,False,Successful,75.4
1110,2021-03-15,Europe,Mobile App,12954,5.59,2.55,False,Prophet,6.57,False,Successful,67.1
1111,2020-08-12,Asia,Email,74340,0.86,0.8,False,Prophet,8.32,True,Successful,78.4
1112,2021-10-28,North America,Mobile App,73101,0.14,3.36,False,Prophet,12.0,False,Successful,52.7
1113,2023-01-29,Australia,Social Media,72520,6.74,3.77,False,Prophet,9.16,False,Successful,75.5
1114,2023-11-07,North America,Website,88062,6.45,0.56,False,Prophet,3.38,False,Successful,68.4
1115,2022-02-01,Europe,Email,19574,4.17,2.34,False,Prophet,9.2,False,Successful,76.7
1116,2020-02-08,Africa,Mobile App,10184,4.95,0.36,False,LSTM,9.43,False,Successful,71.1
1117,2021-11-03,Africa,Email,20096,4.21,2.99,False,LSTM,11.01,False,Successful,64.2
1118,2021-03-13,Asia,Social Media,68728,0.34,1.33,False,SARIMA,9.32,False,Successful,95.2
1119,2021-07-17,Australia,Social Media,35016,3.42,2.64,False,SARIMA,14.54,False,Successful,59.2
1120,2022-06-17,Europe,Email,12246,1.85,2.59,False,ARIMA,2.97,True,Successful,84.1
1121,2021-12-22,North America,Email,46558,1.07,4.62,False,SARIMA,14.27,False,Failed,96.2
1122,2020-11-19,Africa,Social Media,19381,9.57,2.75,False,LSTM,8.08,False,Successful,76.9
1123,2023-11-06,Africa,Website,37455,6.03,2.92,False,SARIMA,10.08,False,Successful,93.8
1124,2022-06-10,North America,Mobile App,93263,7.31,2.01,True,SARIMA,1.5,False,Successful,56.2
1125,2021-07-10,North America,Social Media,5018,3.22,4.75,False,LSTM,5.71,True,Successful,74.7
1126,2021-12-24,Africa,Website,12302,3.99,3.89,False,SARIMA,11.54,False,Successful,72.9
1127,2023-11-02,Asia,Mobile App,68506,2.45,1.43,False,LSTM,10.61,True,Successful,50.4
1128,2020-08-16,Australia,Email,42157,1.06,4.22,False,LSTM,0.61,False,Successful,72.2
1129,2020-05-03,Africa,Mobile App,55917,1.87,2.17,False,SARIMA,8.2,False,Successful,68.5
1130,2022-08-13,North America,Email,93738,8.0,4.15,False,Prophet,1.33,False,Successful,83.5
1131,2023-09-29,Australia,Mobile App,97646,6.81,4.12,False,ARIMA,14.94,False,Successful,96.9
1132,2022-10-23,North America,Mobile App,84122,5.51,0.95,False,Prophet,13.46,False,Successful,54.3
1133,2021-03-16,Europe,Email,25519,4.8,3.51,False,Prophet,0.33,True,Successful,66.4
1134,2021-10-29,Africa,Mobile App,97809,9.23,1.46,False,ARIMA,12.88,False,Failed,72.2
1135,2022-05-08,Europe,Website,88487,0.82,1.49,False,SARIMA,13.79,False,Successful,72.8
1136,2022-05-17,Australia,Website,57819,2.88,1.49,False,SARIMA,5.31,True,Successful,88.7
1137,2021-04-13,Asia,Email,81910,3.56,3.63,False,ARIMA,10.8,False,Successful,72.2
1138,2021-08-27,South America,Website,72324,7.85,1.16,False,SARIMA,6.64,False,Successful,51.4
1139,2020-07-27,Australia,Social Media,6408,9.93,0.01,False,LSTM,9.83,False,Successful,85.5
1140,2023-04-02,South America,Social Media,60379,2.48,3.58,False,LSTM,5.11,False,Successful,94.2
1141,2023-05-22,South America,Email,26053,8.76,0.86,False,Prophet,4.85,False,Successful,75.7
1142,2023-11-30,Asia,Email,10446,8.32,0.53,False,LSTM,6.37,True,Successful,79.1
1143,2023-01-07,Asia,Mobile App,1922,2.32,1.2,False,ARIMA,2.19,True,Successful,58.1
1144,2022-01-06,Africa,Email,99723,4.05,1.91,False,Prophet,12.47,False,Successful,61.0
1145,2023-03-08,Africa,Website,52356,4.16,2.38,False,SARIMA,5.24,False,Successful,61.8
1146,2022-07-10,Asia,Social Media,11789,9.78,0.23,False,Prophet,6.01,False,Successful,71.5
1147,2022-07-18,Europe,Social Media,98720,1.89,4.85,False,Prophet,13.41,False,Successful,96.4
1148,2023-08-06,Africa,Website,67656,8.01,3.58,False,Prophet,7.45,True,Successful,76.1
1149,2021-01-10,Africa,Website,45028,3.41,1.62,False,ARIMA,8.17,False,Successful,59.6
1150,2021-12-11,Africa,Mobile App,65484,7.34,1.6,False,LSTM,14.35,False,Successful,63.3
1151,2023-02-18,Europe,Website,33154,4.26,2.25,False,SARIMA,13.3,False,Successful,69.2
1152,2023-05-11,Asia,Mobile App,83870,5.83,3.13,False,ARIMA,2.55,True,Successful,81.2
1153,2022-02-11,Europe,Social Media,3336,8.34,0.74,False,Prophet,7.1,True,Successful,72.0
1154,2023-06-29,Europe,Mobile App,68779,8.06,0.95,True,SARIMA,14.57,True,Successful,69.6
1155,2022-03-29,Europe,Mobile App,20029,8.68,4.3,False,LSTM,5.59,False,Successful,78.2
1156,2020-10-05,Africa,Website,60201,0.69,1.29,False,LSTM,5.58,False,Successful,62.1
1157,2022-12-06,Asia,Social Media,33265,6.95,1.91,False,ARIMA,2.93,False,Failed,53.9
1158,2022-02-28,Australia,Mobile App,44872,1.49,4.36,False,LSTM,1.72,False,Successful,51.2
1159,2022-10-22,Asia,Website,47197,4.22,3.32,False,SARIMA,11.11,False,Successful,62.6
1160,2020-10-17,Asia,Website,56180,5.53,1.72,False,LSTM,11.55,False,Successful,54.6
1161,2020-07-28,Australia,Website,24710,4.09,3.42,False,SARIMA,14.54,False,Successful,66.8
1162,2020-04-07,Australia,Social Media,30486,5.24,0.11,False,LSTM,11.6,False,Failed,88.6
1163,2020-08-01,Australia,Email,72907,9.97,3.68,False,ARIMA,3.66,False,Successful,85.8
1164,2022-11-20,Asia,Mobile App,72895,1.44,2.44,False,Prophet,0.61,True,Successful,80.5
1165,2021-01-20,Australia,Mobile App,65435,6.79,4.07,False,Prophet,14.78,False,Successful,92.6
1166,2023-01-01,Africa,Mobile App,41631,4.02,4.77,False,LSTM,5.11,False,Successful,64.1
1167,2022-02-18,North America,Social Media,21103,1.42,4.63,False,ARIMA,4.69,False,Successful,94.3
1168,2022-03-12,Europe,Mobile App,65772,1.67,4.55,False,Prophet,13.59,True,Successful,70.0
1169,2021-10-08,North America,Email,15382,9.5,2.57,False,ARIMA,8.78,True,Successful,70.0
1170,2020-07-05,Asia,Email,85291,8.81,1.81,False,LSTM,3.23,False,Successful,70.3
1171,2022-09-25,North America,Website,4756,9.08,2.33,False,LSTM,13.34,False,Successful,54.9
1172,2021-09-10,Africa,Mobile App,21609,9.92,3.45,False,ARIMA,14.9,False,Successful,98.8
1173,2022-05-04,Australia,Email,17478,2.16,4.42,False,Prophet,1.31,True,Successful,56.9
1174,2020-05-19,Asia,Social Media,40666,3.62,1.04,False,SARIMA,12.94,False,Successful,67.0
1175,2020-10-26,Australia,Social Media,76683,6.73,4.59,False,LSTM,5.86,False,Successful,66.0
1176,2023-01-01,Europe,Website,72315,4.89,4.08,False,Prophet,7.87,False,Successful,53.7
1177,2021-03-21,South America,Website,78834,4.24,4.89,False,Prophet,13.72,False,Successful,57.6
1178,2023-09-30,North America,Mobile App,15153,3.64,4.4,False,SARIMA,14.6,False,Successful,52.2
1179,2020-10-19,Africa,Email,77325,5.98,1.41,False,LSTM,3.94,True,Successful,64.6
1180,2022-10-01,Australia,Website,13999,5.8,0.54,False,Prophet,3.2,False,Successful,93.3
1181,2022-05-14,Australia,Social Media,56318,1.7,0.57,False,LSTM,1.22,False,Successful,67.0
1182,2022-06-01,Africa,Social Media,1814,4.77,1.46,True,ARIMA,8.43,False,Successful,56.2
1183,2021-03-10,South America,Website,77077,5.58,3.07,False,SARIMA,0.21,False,Successful,82.3
1184,2021-10-07,Africa,Website,91474,5.75,4.02,False,SARIMA,6.18,False,Successful,99.8
1185,2020-10-09,South America,Website,3443,2.18,4.5,False,SARIMA,1.11,False,Successful,61.6
1186,2020-11-14,South America,Email,76993,7.45,3.12,False,SARIMA,6.08,False,Successful,64.0
1187,2020-07-31,Australia,Email,76916,0.35,0.04,False,Prophet,0.61,False,Failed,98.6
1188,2021-09-07,Africa,Email,74319,3.61,0.94,False,SARIMA,12.53,True,Failed,58.9
1189,2020-07-02,Australia,Social Media,18368,7.82,0.51,False,Prophet,3.15,False,Successful,75.6
1190,2023-07-26,Africa,Email,16328,5.68,1.82,False,LSTM,4.93,False,Successful,62.0
1191,2023-09-01,North America,Website,57942,2.69,2.51,False,ARIMA,13.05,False,Successful,96.6
1192,2021-12-24,Australia,Email,92751,6.98,0.23,False,LSTM,11.2,True,Successful,99.1
1193,2021-08-06,North America,Email,28306,5.72,1.75,False,LSTM,3.29,False,Successful,90.7
1194,2022-04-04,Europe,Email,86451,7.98,0.9,False,ARIMA,1.09,False,Successful,65.7
1195,2023-12-02,Australia,Website,40915,7.38,3.24,False,LSTM,10.74,False,Successful,70.2
1196,2020-02-08,Africa,Mobile App,38219,6.14,2.33,False,SARIMA,5.87,False,Successful,62.1
1197,2023-02-07,South America,Website,81879,4.93,2.48,True,ARIMA,11.49,False,Successful,94.5
1198,2022-07-02,Africa,Website,65644,1.42,2.14,False,ARIMA,6.68,False,Successful,95.7
1199,2022-06-27,North America,Social Media,61279,2.69,4.78,False,LSTM,5.2,False,Successful,70.9
1200,2020-09-11,Europe,Mobile App,54028,4.25,1.08,False,ARIMA,6.77,True,Successful,82.8
1201,2022-01-26,Africa,Mobile App,1126,6.03,2.59,False,LSTM,11.23,False,Successful,58.3
1202,2023-10-28,North America,Email,53329,5.19,3.68,False,LSTM,13.53,False,Successful,71.7
1203,2020-12-24,Europe,Social Media,28632,2.95,2.79,False,ARIMA,0.76,False,Successful,81.6
1204,2020-03-18,Australia,Website,66310,0.16,4.65,False,ARIMA,7.87,False,Successful,69.3
1205,2020-05-20,South America,Website,56176,5.01,1.9,False,LSTM,0.5,False,Successful,67.9
1206,2021-12-08,Africa,Social Media,87066,2.93,2.32,True,ARIMA,7.03,False,Successful,50.0
1207,2020-12-24,Australia,Email,45327,7.37,0.45,False,ARIMA,13.28,False,Failed,90.2
1208,2023-05-30,South America,Website,69904,0.34,3.05,False,SARIMA,5.43,False,Successful,94.5
1209,2023-08-01,Europe,Mobile App,4797,5.89,1.45,False,SARIMA,13.99,False,Successful,98.5
1210,2020-04-23,Europe,Email,48882,9.42,0.81,False,Prophet,9.46,False,Successful,86.0
1211,2021-03-14,Australia,Social Media,14718,1.83,2.73,False,ARIMA,14.01,False,Successful,77.4
1212,2022-01-02,North America,Mobile App,35560,4.77,2.67,False,SARIMA,11.36,False,Successful,63.5
1213,2023-01-08,Asia,Website,77589,1.01,0.39,False,ARIMA,1.56,True,Successful,100.0
1214,2021-08-02,Europe,Email,23116,6.29,3.49,False,ARIMA,3.47,False,Successful,79.5
1215,2020-08-01,Europe,Email,37244,5.55,3.12,False,LSTM,5.92,False,Successful,84.1
1216,2023-10-22,Asia,Website,2645,4.13,0.95,False,LSTM,2.56,False,Successful,84.1
1217,2022-04-08,Asia,Social Media,48523,5.26,2.35,False,ARIMA,7.43,False,Successful,92.3
1218,2020-06-29,Australia,Social Media,20256,8.98,3.6,False,ARIMA,7.08,True,Successful,50.5
1219,2023-01-01,Australia,Social Media,54173,2.04,2.65,False,ARIMA,14.34,False,Successful,61.0
1220,2023-04-08,Europe,Website,38430,0.32,1.98,False,SARIMA,6.51,False,Successful,83.3
1221,2022-08-03,Europe,Social Media,40282,8.63,1.62,False,Prophet,11.79,True,Successful,94.8
1222,2021-07-30,Europe,Email,64374,5.81,3.06,False,LSTM,14.13,True,Successful,84.3
1223,2021-10-01,Africa,Social Media,69244,8.92,4.7,False,LSTM,13.16,False,Successful,70.7
1224,2022-06-30,Australia,Social Media,12694,6.01,3.36,False,SARIMA,3.14,False,Successful,68.1
1225,2021-03-26,Australia,Website,57264,8.12,0.38,False,SARIMA,7.45,False,Successful,86.9
1226,2023-01-13,Australia,Website,76060,4.35,2.31,False,ARIMA,5.22,False,Successful,87.1
1227,2022-12-04,Asia,Social Media,98416,7.52,4.46,False,SARIMA,6.0,True,Successful,80.4
1228,2021-06-29,Australia,Email,58545,9.14,0.48,False,Prophet,5.42,False,Successful,64.6
1229,2022-10-16,Australia,Mobile App,40224,5.76,4.94,False,ARIMA,12.4,False,Successful,96.3
1230,2021-04-23,South America,Social Media,98945,1.89,4.75,False,LSTM,6.79,False,Successful,77.6
1231,2023-04-26,Africa,Website,14224,2.76,0.4,False,ARIMA,7.86,True,Successful,89.5
1232,2021-04-05,Asia,Email,41738,2.07,4.67,False,SARIMA,14.74,False,Successful,60.7
1233,2020-07-23,North America,Website,26150,2.54,1.82,False,ARIMA,0.91,False,Successful,67.2
1234,2023-03-15,Europe,Social Media,64731,3.13,4.23,False,LSTM,7.32,False,Successful,93.7
1235,2023-12-26,Asia,Email,50688,5.6,2.1,False,ARIMA,11.61,True,Failed,52.5
1236,2020-08-03,South America,Email,74509,5.92,2.21,False,ARIMA,2.28,False,Successful,75.6
1237,2020-07-28,North America,Social Media,9577,4.32,3.17,False,SARIMA,9.18,False,Successful,74.1
1238,2020-06-10,North America,Website,9070,6.19,3.87,False,ARIMA,3.6,True,Successful,87.6
1239,2022-08-19,Australia,Mobile App,9666,0.91,0.18,False,ARIMA,13.01,False,Successful,64.1
1240,2020-03-08,Europe,Website,58761,0.97,2.97,False,LSTM,4.91,False,Successful,61.0
1241,2020-07-10,South America,Email,37368,1.8,0.94,False,ARIMA,4.94,False,Successful,96.3
1242,2023-03-04,Africa,Website,7783,5.23,1.74,False,Prophet,8.98,False,Successful,78.6
1243,2021-09-03,South America,Social Media,42914,2.22,1.75,False,SARIMA,2.76,True,Successful,55.2
1244,2023-08-09,Australia,Mobile App,71507,2.9,2.35,False,Prophet,4.28,False,Successful,59.7
1245,2023-08-07,Europe,Email,80026,4.06,1.68,False,SARIMA,6.26,False,Successful,99.9
1246,2022-11-14,South America,Email,68526,8.14,0.55,False,ARIMA,5.31,False,Successful,59.8
1247,2020-07-17,Europe,Website,71835,0.24,0.74,False,ARIMA,7.88,False,Successful,80.5
1248,2023-02-21,Africa,Mobile App,46765,6.53,0.18,False,LSTM,9.0,False,Successful,71.0
1249,2022-04-29,Australia,Website,20956,6.72,2.36,False,Prophet,8.5,False,Successful,94.3
1250,2021-01-27,Asia,Website,88895,8.01,4.77,False,Prophet,9.82,False,Successful,87.8
1251,2020-04-11,North America,Email,47240,9.33,0.59,True,Prophet,4.62,False,Successful,79.8
1252,2022-08-14,South America,Mobile App,38148,0.3,4.73,False,SARIMA,1.91,True,Successful,50.5
1253,2022-11-22,Africa,Email,95270,1.62,3.67,False,Prophet,11.41,False,Successful,94.0
1254,2023-05-27,Africa,Website,5757,8.87,3.19,False,LSTM,12.76,False,Successful,72.2
1255,2020-03-16,Australia,Social Media,20097,4.64,3.23,False,ARIMA,3.86,True,Successful,96.6
1256,2020-03-17,North America,Email,11395,5.69,4.14,False,SARIMA,6.11,True,Successful,74.8
1257,2022-11-24,Africa,Email,17241,6.66,0.54,False,ARIMA,7.48,True,Successful,84.7
